id,user_id,step_id,step_type,response_data,created_at,updated_at,course_id_uuid,step_content
c8e686f2-f48b-4f06-abe0-b85bd6b32340,9be92c0c-440e-4322-a376-8a6bd3485871,66,reflection,"{""text"": "","", ""title"": ""Your turn: Try Plan mode"", ""description"": ""What have you always wanted to know about building software? Go to Lovable, switch to Plan mode, and ask your question."", ""subDescription"": ""What did you learn about building software from your conversation in Plan mode?""}",2026-03-03 20:37:13.099808+00,2026-03-03 20:37:13.099808+00,5e86e580-264c-442c-8cc4-be5645f13e87,
f4059685-0551-4e39-9a4f-7fbcf5f2dbc7,69f95074-01a8-47c6-b437-09fda924ccc5,25,quiz-question,"{""options"": [""Start fresh with a clearer prompt"", ""Spend hours fixing it piece by piece"", ""Delete everything and give up"", ""Ask Lovable to fix all the problems at once""], ""question"": ""What should you do if Lovable creates something that's 70% right but fundamentally wrong in important ways?"", ""isCorrect"": true, ""explanation"": ""In vibe coding, your prompt is the valuable thing, not the output. Starting fresh with a better prompt often gets you to a good result faster than trying to fix a flawed foundation."", ""selectedAnswer"": ""Start fresh with a clearer prompt""}",2026-03-03 20:37:10.320357+00,2026-03-03 20:37:10.320357+00,5e86e580-264c-442c-8cc4-be5645f13e87,
50ba09fb-4ffe-4165-a582-4d2f4210cc27,9be92c0c-440e-4322-a376-8a6bd3485871,65,quiz-question,"{""options"": [""Directly in your prompts so Lovable can use them"", ""In a text file in your app"", ""In the dedicated Visual edits panel"", ""In the dedicated Add Secret panel""], ""question"": ""Where should you put API keys?"", ""isCorrect"": true, ""explanation"": ""Never put API keys in your prompts. Use Lovable's dedicated \""Add Secret\"" panel to store them safely. This keeps your keys secure."", ""selectedAnswer"": ""In the dedicated Add Secret panel""}",2026-03-03 20:37:02.161143+00,2026-03-03 20:37:02.161143+00,5e86e580-264c-442c-8cc4-be5645f13e87,
23cafc73-e9d7-44b4-82b1-da4d705a68e0,9be92c0c-440e-4322-a376-8a6bd3485871,64,quiz-question,"{""options"": [""Lovable forgets important details"", ""It uses too many credits"", ""Lovable refuses to build complex features"", ""Too many plans make your app slower""], ""question"": ""What's the risk of planning too far ahead?"", ""isCorrect"": true, ""explanation"": ""This is called \""context rot.\"" When the conversation becomes too long or cluttered, the AI model starts to ignore, forget, or misinterpret earlier details, leading to less accurate or confused responses."", ""selectedAnswer"": ""Lovable forgets important details""}",2026-03-03 20:36:44.546234+00,2026-03-03 20:36:44.546234+00,5e86e580-264c-442c-8cc4-be5645f13e87,
fa254cef-b071-40ea-a3b3-7d26a864f783,69f95074-01a8-47c6-b437-09fda924ccc5,17,reflection,"{""text"": ""I noticed that some links are broken"", ""title"": ""Your turn: Build your first app"", ""description"": ""Open [Lovable](https://lovable.dev/), paste Dalmie's structured prompt (or adapt it for your own idea), and press Enter.\n\nWatch what happens. In a couple of minutes, you'll have a working app.\n\nClick around. Test the buttons. See what Lovable created. It might not be perfect, and that's completely fine.\n\nWhat did you notice? What surprised you?"", ""subDescription"": ""Take a moment to explore your first app. You've just built something real!""}",2026-03-03 20:29:36.663077+00,2026-03-03 20:29:36.663077+00,5e86e580-264c-442c-8cc4-be5645f13e87,
62e47e02-81f9-4841-9220-031eecf47f49,69f95074-01a8-47c6-b437-09fda924ccc5,16,quiz-question,"{""options"": [""It's cheaper, and I really don't want to spend too many credits"", ""Big prompts are not allowed"", ""If something goes wrong, you know what caused it and can fix it easily"", ""Lovable can only build one feature at a time""], ""question"": ""Why should you start with one core user flow instead of describing everything at once?"", ""isCorrect"": true, ""explanation"": ""When you build one feature at a time, you can quickly spot anything that’s off, whether it’s something you didn’t ask for, something you don’t like, or something that doesn’t work properly. It keeps things manageable and puts you in control of how your app develops."", ""selectedAnswer"": ""If something goes wrong, you know what caused it and can fix it easily""}",2026-03-03 20:28:04.775992+00,2026-03-03 20:28:04.775992+00,5e86e580-264c-442c-8cc4-be5645f13e87,
4158dd9f-9125-4f18-936d-e127539a4d5d,69f95074-01a8-47c6-b437-09fda924ccc5,15,quiz-question,"{""options"": [""They use fewer credits"", ""They help Lovable understand exactly what you want"", ""They make the app you're building run faster"", ""They look more professional""], ""question"": ""Why do structured prompts work better than vague ones?"", ""isCorrect"": true, ""explanation"": ""Research shows that AI works better with structured prompts. When you clearly lay out what you’re building – using markdown formatting, numbered lists – Lovable is less likely to misunderstand you, which saves time and gets you better results sooner."", ""selectedAnswer"": ""They help Lovable understand exactly what you want""}",2026-03-03 20:27:01.127168+00,2026-03-03 20:27:01.127168+00,5e86e580-264c-442c-8cc4-be5645f13e87,
522aa00c-5543-4977-bd0f-82919ff4e69e,0251eae7-b241-48aa-91c7-64a5273d62b0,38,reflection,"{""text"": ""nothing."", ""title"": ""Your Takeaway"", ""description"": ""What is your takeaway from this challenge?\n\nWhat surprised you when you added Lovable Cloud?"", ""subDescription"": ""With your backend connected, your app can now save real data that persists and can be shared with others.""}",2026-03-03 20:21:57.646321+00,2026-03-03 20:21:57.646321+00,5e86e580-264c-442c-8cc4-be5645f13e87,
eed11c9d-e13c-485f-89ed-623fdd65fd42,90d6c228-66eb-4264-846f-f9172e8a1b60,55,reflection,"{""text"": ""Bookmarking a stable version"", ""title"": ""Your turn: Practice safe experimentation"", ""description"": ""1. Bookmark your latest stable app version\n2. Make an experimental change (something you're not sure will work)\n3. If it breaks things, practise reverting to your bookmarked version\n4. If it works, great! Bookmark the new version too\n\nWhat did you try? What happened?"", ""subDescription"": ""Getting comfortable with bookmarking and reverting means you can experiment freely without fear.""}",2026-03-03 20:17:44.326498+00,2026-03-03 20:17:44.326498+00,5e86e580-264c-442c-8cc4-be5645f13e87,
6a579b53-66ff-483f-8499-0775c0c2c37c,90d6c228-66eb-4264-846f-f9172e8a1b60,54,quiz-question,"{""options"": [""Only at the very end when your app is complete"", ""When you have a stable version"", ""Every time you open Lovable"", ""Only when Lovable suggests it""], ""question"": ""When should you bookmark a version?"", ""isCorrect"": true, ""explanation"": ""Bookmarking a version that works as you expect it, gives you a safe point to return to. If making a change fails, you can easily get back to a working state."", ""selectedAnswer"": ""When you have a stable version""}",2026-03-03 20:17:26.329113+00,2026-03-03 20:17:26.329113+00,5e86e580-264c-442c-8cc4-be5645f13e87,
10c91c21-344d-457a-b758-e15bc9ef51e5,8fb97e56-0574-4921-89f6-cb5ac70b2fbb,48,reflection,"{""text"": ""i wil use them to test and to build. anicer product"", ""title"": ""Your turn: Explore the interface"", ""description"": ""How will you use these tools as you continue building?"", ""subDescription"": ""Get comfortable clicking around. These tools will save you time as you build.""}",2026-03-03 20:15:35.34132+00,2026-03-03 20:15:35.34132+00,5e86e580-264c-442c-8cc4-be5645f13e87,
b2412b69-8719-4569-9c72-e39ec3bb8628,8fb97e56-0574-4921-89f6-cb5ac70b2fbb,47,quiz-question,"{""options"": [""It uses fewer credits"", ""It makes Lovable build faster"", ""It's the quickest way to spot problems"", ""It's required before you can make another change""], ""question"": ""Why should you check the preview after every change?"", ""isCorrect"": true, ""explanation"": ""The preview shows your app exactly as users will see it. Checking it after every change helps you catch problems early, before they become harder to fix."", ""selectedAnswer"": ""It's the quickest way to spot problems""}",2026-03-03 20:15:15.049206+00,2026-03-03 20:15:15.049206+00,5e86e580-264c-442c-8cc4-be5645f13e87,
f482d9be-1970-45ee-b04b-dcf1a6a46fea,8fb97e56-0574-4921-89f6-cb5ac70b2fbb,46,quiz-question,"{""options"": [""Making targeted changes"", ""Adding complex new features"", ""Debugging backend problems"", ""Writing prompts faster""], ""question"": ""What's the best use for visual edits?"", ""isCorrect"": true, ""explanation"": ""Visual edits are perfect for targeted refinements like fixing typos, adjusting colours, or tweaking spacing. They let you point and click on elements to make quick changes without writing long prompts."", ""selectedAnswer"": ""Making targeted changes""}",2026-03-03 20:15:01.214749+00,2026-03-03 20:15:01.214749+00,5e86e580-264c-442c-8cc4-be5645f13e87,
d0a1b609-3005-4f38-b177-755734faa971,90d6c228-66eb-4264-846f-f9172e8a1b60,48,reflection,"{""text"": ""The design button"", ""title"": ""Your turn: Explore the interface"", ""description"": ""How will you use these tools as you continue building?"", ""subDescription"": ""Get comfortable clicking around. These tools will save you time as you build.""}",2026-03-03 20:14:53.704436+00,2026-03-03 20:14:53.704436+00,5e86e580-264c-442c-8cc4-be5645f13e87,
c2149a0c-b028-48a1-9926-a70a55f6fa2d,90d6c228-66eb-4264-846f-f9172e8a1b60,47,quiz-question,"{""options"": [""It uses fewer credits"", ""It makes Lovable build faster"", ""It's the quickest way to spot problems"", ""It's required before you can make another change""], ""question"": ""Why should you check the preview after every change?"", ""isCorrect"": true, ""explanation"": ""The preview shows your app exactly as users will see it. Checking it after every change helps you catch problems early, before they become harder to fix."", ""selectedAnswer"": ""It's the quickest way to spot problems""}",2026-03-03 20:14:32.501735+00,2026-03-03 20:14:32.501735+00,5e86e580-264c-442c-8cc4-be5645f13e87,
