id,user_id,step_id,step_type,response_data,created_at,updated_at,course_id_uuid,step_content
423fa85e-2a04-4a88-94ee-a4aca5448b1c,443a3bc1-dd69-43ee-9ac4-bb18b56f374d,48,free-text-exercise,"{""title"": ""Your turn: define your MVP"", ""userText"": ""I am [your user]...\n\nI am trying to [desired outcome]...\n\nBut [barrier / problem]...\n\nBecause [root cause]...\n\nWhich makes me feel [emotions].\n\n"", ""aiResponse"": ""I'd be happy to help you refine your MVP! However, I notice you've shared the user story template rather than your actual MVP feature list. \n\nCould you share the specific features you're planning to include in your MVP? Once I see what you're building, I can give you targeted feedback on whether it's focused enough and whether anything critical might be missing.\n\nLooking forward to reviewing your work!"", ""description"": ""Go through your user story map and chose the steps and details that will be in your MVP.\n\nAsk yourself, 'Do I really need this feature to test my core value proposition?' Write your MVP below as bullet points or a short paragraph.""}",2026-06-20 14:06:52.180605+00,2026-06-20 14:06:52.180605+00,e16d932e-ac1f-4514-b5da-42629acf39ae,"{""description"": ""Go through your user story map and chose the steps and details that will be in your MVP.\n\nAsk yourself, 'Do I really need this feature to test my core value proposition?' Write your MVP below as bullet points or a short paragraph."", ""placeholder"": ""e.g., 'Create club':\n- Enter club name\n\n'Invite members':\n- Generate shareable link\n\n'Suggest books':\n- Add title and author\n\n'Browse suggestions':\n- View as list\n\n'Vote on books':\n- Cast vote\n- View vote counts"", ""systemPrompt"": ""You are a product management mentor helping a learner carve out a Minimum Viable Product (MVP) from their user story map. They were tasked with going through their user story map and carving out an MVP. Provide friendly, concise feedback (2-3 sentences) in British English.\n- If the MVP has too many features, gently challenge them on the redundant-looking features.\n- If their proposed features seem complex, suggest simpler solutions, but base the suggestion on supported software engineering knowledge.\n- If it seems like an important feature is missing (e.g. the logic of their list of features don't seem right), kindly ask them about it.\nEnd with an encouraging note (e.g. 'Great job carving out an MVP, this will help you learn quicker from your users!')."", ""checkerPrompt"": ""This is the Minimum Viable Product I plan to build.""}"
7f5a0f1f-b4ed-4690-9123-9a78ac265f4c,443a3bc1-dd69-43ee-9ac4-bb18b56f374d,38,free-text-exercise,"{""title"": ""Now it's your turn: Map out the details"", ""userText"": ""I am [your user]...\n\nI am trying to [desired outcome]...\n\nBut [barrier / problem]...\n\nBecause [root cause]...\n\nWhich makes me feel [emotions].\n\n"", ""aiResponse"": ""I appreciate you sharing this structure, but I notice this looks like a user persona or problem statement template rather than the **details** for your user story map's main steps.\n\nDetails are the small, actionable tasks a user performs to complete a step—things like \""Enter email address,\"" \""Click submit button,\"" or \""Review confirmation message.\"" Could you share the actual details you've written for one of your main steps? That way I can give you proper feedback on whether they're phrased as actions the user performs.\n\nLooking forward to seeing your buildable pieces!"", ""description"": ""What are the details under each step that needs to be built? Go through all the steps and break them down into specific details. It's okay if your list gets a bit long, you'll prioritise them soon.\n\nFor now, capture everything the user or app does in each step. Use separate sticky notes for each detail.\n\nThen add the details below.""}",2026-06-20 14:02:38.458721+00,2026-06-20 14:02:38.458721+00,e16d932e-ac1f-4514-b5da-42629acf39ae,"{""description"": ""What are the details under each step that needs to be built? Go through all the steps and break them down into specific details. It's okay if your list gets a bit long, you'll prioritise them soon.\n\nFor now, capture everything the user or app does in each step. Use separate sticky notes for each detail.\n\nThen add the details below."", ""placeholder"": ""e.g., 'Create account':\n- Enter email and password\n- Use Google login\n- Verify email address\n- Set username/display name\n- Add profile photo\n\n'Create club profile':\n- Enter club name\n- Add club description\n- Set reading pace\n- Choose club type"", ""systemPrompt"": ""You are a product management mentor helping a learner build a user story map. They were tasked with mapping out the details for the main steps. Details are the small pieces of work the learner can actually build. Provide friendly, concise feedback (2-3 sentences) in British English.\n- If the details don't start with an action word (e.g. set, enter, add), encourage them to phrase each detail as the user does them.\n- If the description clearly identifies the details, congratulate them on defining them clearly.\nEnd with an encouraging note (e.g. 'Wonderful, now you have mapped out your idea into buildable pieces!')."", ""checkerPrompt"": ""These are the details on my user story map.""}"
3acc9253-1d79-40d1-977a-a8e73d03daaf,443a3bc1-dd69-43ee-9ac4-bb18b56f374d,36,free-text-exercise,"{""title"": ""Now it's your turn: Map out the steps"", ""userText"": ""I am [your user]...\n\nI am trying to [desired outcome]...\n\nBut [barrier / problem]...\n\nBecause [root cause]...\n\nWhich makes me feel [emotions].\n\n"", ""aiResponse"": ""I appreciate you sharing this, but I think there might be a small mix-up here! What you've outlined is actually a **user story template** (the format for writing individual stories), rather than the **user steps** we're mapping out in this exercise.\n\nFor your user story map, we need to identify the main **actions your user takes** to accomplish their goal—think of them as short verb phrases like \""Browse products,\"" \""Add to basket,\"" or \""Proceed to checkout.\"" These are the building blocks of your map. Could you share the actual steps your user takes when using your product, and we'll get that map off to a cracking start!"", ""description"": ""What are the steps your user will take in your product to accomplish each activity?\n\nWrite each step down on separate sticky notes in the order they would happen.\n\nThen add them below.""}",2026-06-20 13:59:21.778245+00,2026-06-20 13:59:21.778245+00,e16d932e-ac1f-4514-b5da-42629acf39ae,"{""description"": ""What are the steps your user will take in your product to accomplish each activity?\n\nWrite each step down on separate sticky notes in the order they would happen.\n\nThen add them below."", ""placeholder"": ""e.g., 'Access the Book Club Organiser'\n- Discover service\n- Create account\n- Sign in\n\n'Set up book club':\n- Create club profile\n- Invite members\n- Establish Rule"", ""systemPrompt"": ""You are a product management mentor helping a learner build a user story map. They were tasked with mapping out the main steps the user takes in the product. Provide friendly, concise feedback (2-3 sentences) in British English.\n- User steps are short verb phrases that are the basic building block of a map. If the learner wrote the steps in a different way, encourage them to use verb phrases. You can tell them the example: 'If I ask you what you did earlier today when using email, you’ll likely respond with tasks like: Read an email message, Respond to a message, Mark a message as spam.'\n- If the steps are too granular, gently encourage them to focus on the main steps, and add the details under them (we'll tackle that in the next step of the micro-course).\n- If the steps are not user-focused, encourage them to phrase each step as the user does them.\n- If the description clearly identifies the user steps, congratulate them on defining them clearly.\nEnd with an encouraging note (e.g. 'Great job outlining the main steps you user will take in your product!')."", ""checkerPrompt"": ""These are the steps on my user story map.""}"
1d1e95d4-37d8-4022-93e7-9ea2085b67c0,443a3bc1-dd69-43ee-9ac4-bb18b56f374d,34,free-text-exercise,"{""title"": ""Now it's your turn: Map out the big picture"", ""userText"": ""I am [your user]...\n\nI am trying to [desired outcome]...\n\nBut [barrier / problem]...\n\nBecause [root cause]...\n\nWhich makes me feel [emotions].\n\n"", ""aiResponse"": ""I appreciate you sharing this structure, but I think there might be a bit of confusion here! What you've outlined is actually a **user story template** rather than the main activities themselves.\n\nFor your user story map, you'll want to list the **actual activities** your user performs to reach their goal—think of them as the major steps or phases in their journey. For example, if your user is trying to plan a holiday, activities might be: \""Researching destinations,\"" \""Booking flights and accommodation,\"" \""Planning an itinerary,\"" etc.\n\nCould you share the specific activities you've identified for your user? Once you do, I'd be happy to give you feedback on whether they're pitched at the right level of detail and properly user-focused!"", ""description"": ""What are the main activities your user will perform in your product to achieve their goals?\n\nWrite them down on separate sticky notes in the order they would happen, so you can move them around as you identify more activities.\n\nThen add the activities below.""}",2026-06-20 13:58:36.042268+00,2026-06-20 13:58:36.042268+00,e16d932e-ac1f-4514-b5da-42629acf39ae,"{""description"": ""What are the main activities your user will perform in your product to achieve their goals?\n\nWrite them down on separate sticky notes in the order they would happen, so you can move them around as you identify more activities.\n\nThen add the activities below."", ""placeholder"": ""e.g.,\n\n- Access the Book Club Organiser\n- Set up book club\n- Choose next book\n- Read together"", ""systemPrompt"": ""You are a product management mentor helping a learner build a user story map. They were tasked with mapping out the main activities the user wants to perform in their product to achieve their goals. Provide friendly, concise feedback (2-3 sentences) in British English.\n- If the activities are too granular, gently encourage them to focus on the main activities their user wants to perform. Activities organise tasks done by similar people at similar times to reach a goal (e.g. for an email software, activities might include: Going through my inbox, Configuring my email client, Organizing messages into folders).\n- If the activites are not user-focused, encourage them to phrase each activity as the user does them.\n- If the description clearly identifies the user activities, congratulate them on defining them clearly.\nEnd with an encouraging note (e.g. 'Great job outlining the main activities! This will help you figure out what to build first.')."", ""checkerPrompt"": ""These are the main activities on my user story map.""}"
1da8f15c-23c3-43e5-a522-502ca224081b,443a3bc1-dd69-43ee-9ac4-bb18b56f374d,24,free-text-exercise,"{""title"": ""Now it's your turn: Sketch all the moments inbetween"", ""userText"": ""I am [your user]...\n\nI am trying to [desired outcome]...\n\nBut [barrier / problem]...\n\nBecause [root cause]...\n\nWhich makes me feel [emotions].\n\n"", ""aiResponse"": ""I'd love to give you feedback, but I notice you've shared the template rather than your completed description! Could you fill in those blanks with your specific user's story? Once you do, I'll be able to give you tailored feedback on whether your key moments are clearly defined and how well your solution bridges the gap from struggle to success.\n\nCreating these steps of a storyboard helps you envision how your product will help your user!"", ""description"": ""On the piece of paper, sketch all the moments that lead the user from the initial struggling moment to their happy ending. Show how your solution helps them get there. Then write it down in a few sentences below.""}",2026-06-20 13:56:38.012344+00,2026-06-20 13:56:38.012344+00,e16d932e-ac1f-4514-b5da-42629acf39ae,"{""description"": ""On the piece of paper, sketch all the moments that lead the user from the initial struggling moment to their happy ending. Show how your solution helps them get there. Then write it down in a few sentences below."", ""placeholder"": ""Describe the key moments that lead the user from the initial struggling moment to their happy ending and how your solution helps them get there."", ""systemPrompt"": ""You are a product management mentor helping a learner build a storyboard. They were tasked with describing the key moments that lead their user from the initial struggling moment to their happy ending and how their solution helps them get there. Provide friendly, concise feedback (2-3 sentences) in British English.\n- If the description is very broad, gently encourage them to be more specific about what their user's steps.\n- If it's somewhat specific but could be clearer, praise the start and suggest one detail to make it more specific.\n- If the description clearly identifies the steps, congratulate them on defining clearly the key moments that lead their user from the initial struggling moment to their happy ending and how their solution helps them get there.\nEnd with an encouraging note (e.g. 'Creating these steps of a storyboard helps you envision how your product will help your user!')."", ""checkerPrompt"": ""This is the description of the key moments that lead my user from the initial struggling moment to their happy ending and how my solution helps them get there.""}"
4d4befad-af72-488f-84b0-2470ce307299,443a3bc1-dd69-43ee-9ac4-bb18b56f374d,22,free-text-exercise,"{""title"": ""Now it's your turn: Visualise what your user can do and how they feel once the struggle is resolved."", ""userText"": ""I am [your user]...\n\nI am trying to [desired outcome]...\n\nBut [barrier / problem]...\n\nBecause [root cause]...\n\nWhich makes me feel [emotions].\n\n"", ""aiResponse"": ""I'd be happy to help you develop your user's happy ending! However, I notice you've shared the **problem statement template** rather than your actual description of the happy ending itself.\n\nCould you fill in those brackets with your specific user's details and then describe what their **happy ending** looks like? For example, what does success look like for them once their barrier is removed? How do they feel, what are they doing, and what has changed in their situation?\n\nOnce you share that, I'll be able to give you targeted feedback on how clear and specific your vision is. Visualising what your user can do and how they feel once their struggle is resolved helps you come up with better solutions for them!"", ""description"": ""On the piece of paper, draw what your user can do and how they feel once the struggle is resolved. Then write it down in a few sentences below.""}",2026-06-20 13:56:25.588497+00,2026-06-20 13:56:25.588497+00,e16d932e-ac1f-4514-b5da-42629acf39ae,"{""description"": ""On the piece of paper, draw what your user can do and how they feel once the struggle is resolved. Then write it down in a few sentences below."", ""placeholder"": ""Describe the happy ending for your user. What can they do, and how do they feel?"", ""systemPrompt"": ""You are a product management mentor helping a learner build a storyboard. They were tasked with describing the second step of the storyboard: their target user's happy ending. Provide friendly, concise feedback (2-3 sentences) in British English.\n- If the description is very broad, gently encourage them to be more specific about what their user's happy ending looks like.\n- If it's somewhat specific but could be clearer, praise the start and suggest one detail to make it more specific.\n- If the description clearly identifies a specific user and their context, congratulate them on defining clearly how their user's happy ending looks like.\nEnd with an encouraging note (e.g. 'Visualising what your user can do and how they feel once their struggle is resolved, helps you come up with better solutions for them!')."", ""checkerPrompt"": ""This is the description of my target user's happy ending, once their struggle is resolved.""}"
9e905367-b639-483c-bebb-3852978f52f9,443a3bc1-dd69-43ee-9ac4-bb18b56f374d,20,free-text-exercise,"{""title"": ""Now it's your turn: Describe your target user's struggle"", ""userText"": ""I am [your user]...\n\nI am trying to [desired outcome]...\n\nBut [barrier / problem]...\n\nBecause [root cause]...\n\nWhich makes me feel [emotions].\n\n"", ""aiResponse"": ""I'd love to see your completed description! It looks like you've shared the template itself rather than your filled-in response. Could you share what you've written in each section? Once you do, I'll give you friendly feedback on how clearly you've captured your user's struggle and suggest any refinements to make it even sharper.\n\nRemember, the more specific you are here—especially about the *particular* barrier and root cause—the better you'll understand who you're building for! 🎯"", ""description"": ""Now we invite you to get a piece of paper and sketch out what your user struggles with. Even if you're not an artist, simple sketches or stick figures are fine. The point is to capture the idea. Then write it down in a few sentences below.""}",2026-06-20 13:56:13.459755+00,2026-06-20 13:56:13.459755+00,e16d932e-ac1f-4514-b5da-42629acf39ae,"{""description"": ""Now we invite you to get a piece of paper and sketch out what your user struggles with. Even if you're not an artist, simple sketches or stick figures are fine. The point is to capture the idea. Then write it down in a few sentences below."", ""placeholder"": ""Describe the moment your user is facing the problem your product will solve. What are they doing, and how do they feel?"", ""systemPrompt"": ""You are a product management mentor helping a learner build a storyboard. They were tasked with describing their target user's struggle. Provide friendly, concise feedback (2-3 sentences) in British English.\n- If the description is very broad, gently encourage them to be more specific about what their user is struggling with.\n- If it's somewhat specific but could be clearer, praise the start and suggest one detail to make it more specific.\n- If the description clearly identifies a specific user and their context, congratulate them on defining clearly what their user struggles with.\nEnd with an encouraging note (e.g. 'Describing your users' stuggle clearly, helps you build a better solution for them!')."", ""checkerPrompt"": ""This is the description of my target user's struggle with the problem my product will solve.""}"
9fa0a6f4-4d24-46a3-beac-0784f632e42e,443a3bc1-dd69-43ee-9ac4-bb18b56f374d,14,free-text-exercise,"{""title"": ""Let's create your user persona"", ""userText"": ""I am [your user]...\n\nI am trying to [desired outcome]...\n\nBut [barrier / problem]...\n\nBecause [root cause]...\n\nWhich makes me feel [emotions].\n\n"", ""aiResponse"": ""Thanks for sharing your template! I can see you've got a helpful structure in place, but I notice it's still in template form rather than filled in with your specific user details.\n\nTo give you useful feedback, could you tell me: **Who is your actual target user?** For example, are they a freelancer, a parent, a small business owner, a student—someone specific? Once you paint me a picture of *who they are* (their role, context, maybe their industry or situation), I can then help you flesh out their frustrations and goals more powerfully.\n\nKnowing your user helps you build better—so let's get specific! What does your ideal customer look like?"", ""description"": ""Describe the primary user of your product. Who are they? Focus on their main characteristics, frustrations, and goals. You can always improve on this as you learn more about your users. \n\nUse this template:\n\n**Persona:** Give them a name and a descriptive title, so they feel like a real person.\n\n**About:** Basic background relevant to your product. What is their situation or context?\n\n**Frustrations:** What pain points or problems do they encounter (especially related to the problem you identified)?\n\n**Goals:** What do they ultimately want to achieve? What does success or happiness look like for them?""}",2026-06-20 13:55:56.183107+00,2026-06-20 13:55:56.183107+00,e16d932e-ac1f-4514-b5da-42629acf39ae,"{""description"": ""Describe the primary user of your product. Who are they? Focus on their main characteristics, frustrations, and goals. You can always improve on this as you learn more about your users. \n\nUse this template:\n\n**Persona:** Give them a name and a descriptive title, so they feel like a real person.\n\n**About:** Basic background relevant to your product. What is their situation or context?\n\n**Frustrations:** What pain points or problems do they encounter (especially related to the problem you identified)?\n\n**Goals:** What do they ultimately want to achieve? What does success or happiness look like for them?"", ""placeholder"": ""Persona:\n\nAbout:\n\nFrustrations:\n\nGoals:"", ""systemPrompt"": ""You are a product management mentor helping a learner describe their target user more clearly for their product idea. They were asked to follow this template: brief Persona description, About, Frustrations, Goals. Provide friendly, concise feedback (2-3 sentences) in British English.\n- If the description is very broad (e.g. 'everyone' or 'anyone who...'), gently encourage them to be more specific about a particular group or role.\n- If it's somewhat specific but could be clearer (maybe it names a broad category like 'students' without details), praise the start and suggest one detail to narrow it down (like a context or a specific need).\n- If the description clearly identifies a specific user and their context, congratulate them on a well-defined target user.\nEnd with an encouraging note (e.g. 'Knowing your user helps you build better!')."", ""checkerPrompt"": ""This is the description of the primary user of my product. Who they are, their main characteristics, frustrations, and goals.""}"
e20f68fc-e28c-4d25-b5a9-31d028aa9da7,443a3bc1-dd69-43ee-9ac4-bb18b56f374d,8,free-text-exercise,"{""title"": ""Write your problem statement"", ""userText"": ""I am [your user]...\n\nI am trying to [desired outcome]...\n\nBut [barrier / problem]...\n\nBecause [root cause]...\n\nWhich makes me feel [emotions].\n\n"", ""aiResponse"": ""Great question! This is actually the **template itself** rather than a completed problem statement, so there's nothing to assess yet. However, here's what to watch for when you **fill it in**:\n\n• **Specific target user** – Replace \""[your user]\"" with a concrete segment (e.g. \""a freelance designer juggling 5+ clients\"" rather than just \""a designer\"")\n\n• **Clear outcome** – The desired outcome should describe the *value* the user wants to achieve (e.g. \""deliver projects on time\""), not a feature or tool\n\n• **Concrete barrier** – Be specific about what's blocking them (e.g. \""I lose track of deadlines across multiple projects\"" rather than vague frustrations)\n\n• **Root cause** – Dig into *why* the barrier exists (e.g. \""I don't have a centralised place to see all deadlines\"" vs just naming the symptom)\n\n• **Authentic emotion** – What does this barrier actually make them feel? Frustrated, anxious, overwhelmed? This helps you empathise\n\n• **Avoid solutions** – Don't mention tools, features, or \""build an app.\"" Focus purely on the user's need\n\n• **Test with real users** – Once filled in, validate each element by talking to actual people in this situation\n\nDefining the problem clearly is a brilliant first step – you're setting yourself up for success! 💪"", ""description"": ""Now, it's your turn. Draft your problem statement using the template:\n\n**I am** [your user]...\n\n**I am trying to** [desired outcome]...\n\n**But** [barrier / problem]...\n\n**Because** [root cause]...\n\n**Which makes me feel** [emotions].\n\nDon't worry about getting it perfect on the first try, you can refine it as you learn more.""}",2026-06-20 13:51:12.439482+00,2026-06-20 13:51:12.439482+00,e16d932e-ac1f-4514-b5da-42629acf39ae,"{""description"": ""Now, it's your turn. Draft your problem statement using the template:\n\n**I am** [your user]...\n\n**I am trying to** [desired outcome]...\n\n**But** [barrier / problem]...\n\n**Because** [root cause]...\n\n**Which makes me feel** [emotions].\n\nDon't worry about getting it perfect on the first try, you can refine it as you learn more."", ""placeholder"": ""I am [your user]...\n\nI am trying to [desired outcome]...\n\nBut [barrier / problem]...\n\nBecause [root cause]...\n\nWhich makes me feel [emotions]."", ""systemPrompt"": ""You are a product management mentor. Help the user refine their problem statement with the aim to clarify what opportunity they solve for the user before getting into the solution space. They were given this problem statement template to fill: \""I am [user] trying to [outcome], but [barrier] because [root cause]. This makes me feel [emotion].\"" Provide friendly, concise feedback (in max. 7 bullet points) in British English. End with an encouraging note (e.g. 'Defining the problem clearly is a great first step!')."", ""checkerPrompt"": ""Check if this problem statement includes a specific target user, a clear barrier/problem, and a clear outcome for the user to achieve. Only explain the difference between an output (something we produce, e.g. a feature) and an outcome (the value for the user) if the problem statement lists features. This is the problem statement:""}"
295c2198-9ad2-4a26-a90e-21b0c5cd768e,775ce976-cd74-4f23-b07c-37aa12eb1921,8,free-text-exercise,"{""title"": ""Write your problem statement"", ""userText"": ""I am a book club organiser\n\nI am trying to efficiently select and vote on monthly book choices and coordinate club activities,\n\nBut our coordination is a mess,\n\nBecause messages are scattered across WhatsApp and our group chat buries the books to vote on in off-topic messages\n\nWhich makes me feel frustrated and exhausted."", ""aiResponse"": ""Great effort on structuring this! Here's my feedback:\n\n• **Target user is clear** – \""book club organiser\"" is specific and well-defined ✓\n\n• **Barrier is concrete** – \""messages scattered across WhatsApp\"" and \""group chat buries books in off-topic messages\"" paints a vivid picture of the problem ✓\n\n• **Outcome needs sharpening** – \""efficiently select and vote on monthly book choices\"" is good, but \""coordinate club activities\"" is vague. What activities? Be more specific.\n\n• **Root cause is strong** – You've identified *why* the problem exists (scattered messages, poor organisation), which is excellent for uncovering the real issue ✓\n\n• **Emotion resonates** – \""frustrated and exhausted\"" makes the impact real and relatable ✓\n\n• **One small suggestion** – Consider whether the core problem is *voting on books* or *keeping book-related information findable*. These might need different solutions.\n\n• **Missing nuance** – Do all club members struggle equally, or is this uniquely painful for you as the organiser? Clarifying this could reshape your solution.\n\nDefining the problem clearly is a brilliant first step—you've got a solid foundation here. A bit more precision on \""club activities\"" and your root cause will be watertight! 📚"", ""description"": ""Now, it's your turn. Draft your problem statement using the template:\n\n**I am** [your user]...\n\n**I am trying to** [desired outcome]...\n\n**But** [barrier / problem]...\n\n**Because** [root cause]...\n\n**Which makes me feel** [emotions].\n\nDon't worry about getting it perfect on the first try, you can refine it as you learn more.""}",2026-05-27 17:40:30.568064+00,2026-05-27 17:40:30.568064+00,e16d932e-ac1f-4514-b5da-42629acf39ae,"{""description"": ""Now, it's your turn. Draft your problem statement using the template:\n\n**I am** [your user]...\n\n**I am trying to** [desired outcome]...\n\n**But** [barrier / problem]...\n\n**Because** [root cause]...\n\n**Which makes me feel** [emotions].\n\nDon't worry about getting it perfect on the first try, you can refine it as you learn more."", ""placeholder"": ""I am [your user]...\n\nI am trying to [desired outcome]...\n\nBut [barrier / problem]...\n\nBecause [root cause]...\n\nWhich makes me feel [emotions]."", ""systemPrompt"": ""You are a product management mentor. Help the user refine their problem statement with the aim to clarify what opportunity they solve for the user before getting into the solution space. They were given this problem statement template to fill: \""I am [user] trying to [outcome], but [barrier] because [root cause]. This makes me feel [emotion].\"" Provide friendly, concise feedback (in max. 7 bullet points) in British English. End with an encouraging note (e.g. 'Defining the problem clearly is a great first step!')."", ""checkerPrompt"": ""Check if this problem statement includes a specific target user, a clear barrier/problem, and a clear outcome for the user to achieve. Only explain the difference between an output (something we produce, e.g. a feature) and an outcome (the value for the user) if the problem statement lists features. This is the problem statement:""}"
